Name	Coefficient	Coefficient_std_error	Coefficient_P_value	Zscore	TRAIT
CD14.positive_monocyte_treated_with_LPS_4h.Novakovic2016	-4.48848624744223e-07	3.20300176948341e-07	0.919443402397595	-1.40133742360253	PASS.Cancer_Prostate.Schumacher2018
CD14.positive_monocyte_treated_with_LPS_d1.Novakovic2016	1.4071897040756e-07	3.60868702207148e-07	0.348288583781635	0.389945067407879	PASS.Cancer_Prostate.Schumacher2018
CD14.positive_monocyte_treated_with_LPS_d6.Novakovic2016	-5.64191462713358e-07	3.49426959624367e-07	0.946803402786389	-1.61461915623186	PASS.Cancer_Prostate.Schumacher2018
CD14.positive_monocyte_treated_with_RPMI_1h.Novakovic2016	-1.24051338512216e-07	3.08610942740339e-07	0.656145752622135	-0.401966752736279	PASS.Cancer_Prostate.Schumacher2018
CD14.positive_monocyte_treated_with_RPMI_4h.Novakovic2016	-1.75199834416303e-07	3.58797350970873e-07	0.687330419116516	-0.488297458000256	PASS.Cancer_Prostate.Schumacher2018
CD14.positive_monocyte_treated_with_RPMI_d1.Novakovic2016	-9.15233704500755e-08	3.23504555809926e-07	0.611377910936343	-0.282912153187264	PASS.Cancer_Prostate.Schumacher2018
CD14.positive_monocyte_treated_with_RPMI_d6.Novakovic2016	-3.39203495552101e-07	3.60717186706881e-07	0.826483165430161	-0.94035856358499	PASS.Cancer_Prostate.Schumacher2018
CD19.positive_B_cell.Roadmap	2.5482945631107e-07	2.04263136786918e-07	0.106097070401516	1.24755479779448	PASS.Cancer_Prostate.Schumacher2018
CD34.positive_mobilized.Roadmap	4.43419215193506e-07	2.7910772771749e-07	0.0560637586460017	1.58870275223024	PASS.Cancer_Prostate.Schumacher2018
CD3.positive_T_cell.Roadmap	-1.43236392466437e-07	1.8672874190873e-07	0.778483834347503	-0.767082726538419	PASS.Cancer_Prostate.Schumacher2018
CD4.positive_helper_T_cell.Corces2016	5.34826435365701e-08	3.30649544455162e-07	0.435751269379778	0.16175024110406	PASS.Cancer_Prostate.Schumacher2018
CD4.positive_helper_T_cell.ENCODE	7.7056219424425e-08	2.92872350782187e-07	0.396234773049862	0.263105135116468	PASS.Cancer_Prostate.Schumacher2018
CD56.positive_natural_killer_cells.Roadmap	1.87943925449513e-08	2.12803205350948e-07	0.464811893532229	0.0883181835252727	PASS.Cancer_Prostate.Schumacher2018
CD8.positive_alpha.beta_T_cell.Corces2016	-4.78784422620293e-08	3.12238573409231e-07	0.560934642349442	-0.153339293538464	PASS.Cancer_Prostate.Schumacher2018
CD8.positive_alpha.beta_T_cell.ENCODE	3.47379375343073e-07	2.30645294233927e-07	0.0660182497451222	1.50611950049478	PASS.Cancer_Prostate.Schumacher2018
coronary_artery_smooth_muscle_cell.Miller2016	-4.47146660205681e-07	3.9132452509809e-07	0.87340786778669	-1.14264921191331	PASS.Cancer_Prostate.Schumacher2018
dendritic_cell_treated_with_Lipopolysaccharide_0_ng.mL_for_0_hour.Garber2017	-4.33706592390318e-07	3.11713778457814e-07	0.917942103842451	-1.39136163481787	PASS.Cancer_Prostate.Schumacher2018
dendritic_cell_treated_with_Lipopolysaccharide_100_ng.mL_for_1_hour.Garber2017	9.65472085229562e-08	3.33440789214835e-07	0.386080917846733	0.289548284570401	PASS.Cancer_Prostate.Schumacher2018
dendritic_cell_treated_with_Lipopolysaccharide_100_ng.mL_for_2_hour.Garber2017	-4.20984184263512e-07	2.85994368348832e-07	0.929489785016539	-1.47200165756422	PASS.Cancer_Prostate.Schumacher2018
dendritic_cell_treated_with_Lipopolysaccharide_100_ng.mL_for_30_minute.Garber2017	1.67411418595504e-09	2.59695415887391e-07	0.497428255316103	0.0064464525884468	PASS.Cancer_Prostate.Schumacher2018
dendritic_cell_treated_with_Lipopolysaccharide_100_ng.mL_for_4_hour.Garber2017	-1.84627161943491e-07	3.25964527737581e-07	0.714439942325422	-0.566402618177296	PASS.Cancer_Prostate.Schumacher2018
dendritic_cell_treated_with_Lipopolysaccharide_100_ng.mL_for_6_hour.Garber2017	-7.31527559237849e-08	3.08302793319579e-07	0.593778537258646	-0.237275683220803	PASS.Cancer_Prostate.Schumacher2018
endothelial_cell_of_umbilical_vein.Roadmap	-1.29274242591005e-07	2.29650655526469e-07	0.713254275281371	-0.562916932654283	PASS.Cancer_Prostate.Schumacher2018
epithelial_cell_of_prostate.ENCODE	3.76494306997918e-07	3.15083175617792e-07	0.116062170662186	1.19490450818174	PASS.Cancer_Prostate.Schumacher2018
erythroblast.Corces2016	1.01076486367775e-07	3.50835119347869e-07	0.386634127068855	0.288102532482085	PASS.Cancer_Prostate.Schumacher2018
fibroblast_of_arm.ENCODE	-2.87714127032381e-07	1.96351311359448e-07	0.928580839024049	-1.46530280363486	PASS.Cancer_Prostate.Schumacher2018
fibroblast_of_dermis.Roadmap	-1.25790079205947e-07	2.37347311386968e-07	0.701938198300695	-0.529983164632782	PASS.Cancer_Prostate.Schumacher2018
fibroblast_of_lung.Roadmap	-1.45067684945308e-07	2.60698132969039e-07	0.711051262255055	-0.556458472844284	PASS.Cancer_Prostate.Schumacher2018
foreskin_fibroblast.Roadmap	1.62156098467598e-07	2.62519017648527e-07	0.268388940297221	0.617692767252012	PASS.Cancer_Prostate.Schumacher2018
heart_ventricle.ENCODE	-5.9415572934447e-07	3.38777703318028e-07	0.960269478792682	-1.75382182335272	PASS.Cancer_Prostate.Schumacher2018
hepatocyte.ENCODE	8.65329262012731e-07	2.95134060643123e-07	0.00168400361948908	2.93198711164378	PASS.Cancer_Prostate.Schumacher2018
keratinocyte.Roadmap	2.39808980976416e-07	2.52663425531969e-07	0.171278714381923	0.949124237002292	PASS.Cancer_Prostate.Schumacher2018
mammary_epithelial_cell.Roadmap	3.92793186968407e-07	2.56223560348478e-07	0.062636740359981	1.53300963593741	PASS.Cancer_Prostate.Schumacher2018
megakaryocyte.erythroid_progenitor.Corces2016	-9.4232712774188e-08	3.25076706561249e-07	0.614045363310967	-0.289878391383398	PASS.Cancer_Prostate.Schumacher2018
myotube_originated_from_skeletal_muscle_myoblast.Roadmap	1.39669124842698e-07	2.06410605813281e-07	0.249311889233539	0.676656726491286	PASS.Cancer_Prostate.Schumacher2018
natural_killer_cell.Corces2016	-1.34710983596269e-07	3.13167049428204e-07	0.666459263226202	-0.430156952470675	PASS.Cancer_Prostate.Schumacher2018
osteoblast.ENCODE	1.18531632380616e-07	3.1159929720688e-07	0.351825138939563	0.380397624266526	PASS.Cancer_Prostate.Schumacher2018
skeletal_muscle_myoblast.Roadmap	1.04631221939185e-07	2.57508299493434e-07	0.342253104532168	0.406321746308812	PASS.Cancer_Prostate.Schumacher2018
T.cell.ENCODE	-3.59489408278627e-08	1.70344939270286e-07	0.583570470083051	-0.211036153946567	PASS.Cancer_Prostate.Schumacher2018
trophoblast_cell.ENCODE	1.47606738593004e-08	2.09142829137527e-07	0.471867207273211	0.0705770019472871	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
NA	NA	NA	NA	NA	PASS.Cancer_Prostate.Schumacher2018
