PIP	Name	Zscore	Coeff	TRAIT	INDEX
0.000255772849957481	Zhang_Fetal_Acinar_2	1.92686003215643	4.31740467423406e-07	PASS.Cancer_Prostate.Schumacher2018	52
4.45012822740676e-05	Zhang_Fetal_Alveolar_Cap_Endo	0.175666935474355	3.57445270394819e-08	PASS.Cancer_Prostate.Schumacher2018	53
0.00513188300609069	Zhang_Fetal_Alveolar_Epithelial_1	3.16653144887236	5.98414262229009e-07	PASS.Cancer_Prostate.Schumacher2018	54
5.07123058527403e-05	Zhang_Fetal_Alveolar_Epithelial_2	0.553113760746933	3.35159667784414e-07	PASS.Cancer_Prostate.Schumacher2018	55
4.48320641942557e-05	Zhang_Fetal_Astrocyte_4	0.2155245992905	4.84313748822128e-08	PASS.Cancer_Prostate.Schumacher2018	56
9.24968580015006e-05	Zhang_Fetal_Cholangiocyte	1.25352062583591	3.97320258806236e-07	PASS.Cancer_Prostate.Schumacher2018	57
0.0298149398014438	Zhang_Fetal_Cilliated	3.70561464644297	7.18516840598896e-07	PASS.Cancer_Prostate.Schumacher2018	58
0.000313956724880993	Zhang_Fetal_Ductal	2.03576351004857	4.66720933257479e-07	PASS.Cancer_Prostate.Schumacher2018	59
6.15399087586788e-05	Zhang_Fetal_Endocardial	0.844613861788565	1.83479138937016e-07	PASS.Cancer_Prostate.Schumacher2018	60
4.43390186271042e-05	Zhang_Fetal_Endothelial_Placental	0.152209959945004	4.94197145455505e-08	PASS.Cancer_Prostate.Schumacher2018	61
5.73878702044839e-05	Zhang_Fetal_Enterocyte_1	0.752530307885746	1.06217638698748e-07	PASS.Cancer_Prostate.Schumacher2018	62
4.56262519306083e-05	Zhang_Fetal_Enterocyte_2	0.288827795411777	4.75684815337639e-08	PASS.Cancer_Prostate.Schumacher2018	63
0.000225533856145321	Zhang_Fetal_Enterocyte_3	1.85684779511035	3.50184202581346e-07	PASS.Cancer_Prostate.Schumacher2018	64
4.55849982211598e-05	Zhang_Fetal_Enteroendocrine	0.285511776014278	8.53720498326006e-08	PASS.Cancer_Prostate.Schumacher2018	65
4.69896520631785e-05	Zhang_Fetal_Erythroblast_1	0.3813320919421	7.99619193417882e-08	PASS.Cancer_Prostate.Schumacher2018	66
4.50043998510008e-05	Zhang_Fetal_Erythroblast_3	0.233513753375022	3.231883677795e-08	PASS.Cancer_Prostate.Schumacher2018	67
0.000112983971164993	Zhang_Fetal_Fibro_General_1	1.4115777012919	2.15756134816832e-07	PASS.Cancer_Prostate.Schumacher2018	68
4.89707573405607e-05	Zhang_Fetal_Fibro_General_5	0.48203726850638	1.73777043555412e-07	PASS.Cancer_Prostate.Schumacher2018	69
0.000604694258561689	Zhang_Fetal_Gastri_Goblet	2.35040142762986	5.34901543202759e-07	PASS.Cancer_Prostate.Schumacher2018	70
4.55316164675867e-05	Zhang_Fetal_Goblet	0.281158299524752	7.45685767884628e-08	PASS.Cancer_Prostate.Schumacher2018	71
0.000201280370669799	Zhang_Fetal_Hepatoblast	1.79118518171016	2.42310224301178e-07	PASS.Cancer_Prostate.Schumacher2018	72
5.00670164982342e-05	Zhang_Fetal_Mesangial_1	0.528178304816854	8.96330447846271e-08	PASS.Cancer_Prostate.Schumacher2018	73
4.46702241776453e-05	Zhang_Fetal_Mesangial_2	0.197070211961963	3.50832161340417e-08	PASS.Cancer_Prostate.Schumacher2018	74
7.11017524610558e-05	Zhang_Fetal_Metanephric	1.00868839268325	1.72114916648938e-07	PASS.Cancer_Prostate.Schumacher2018	75
4.61568518422828e-05	Zhang_Fetal_Pulmonary_Neuroendocrine	0.328275572801117	8.75033270961009e-08	PASS.Cancer_Prostate.Schumacher2018	76
0.000117062385980415	Zhang_Fetal_SyncitioCytotrophoblast	1.43778046458825	1.77604957994685e-07	PASS.Cancer_Prostate.Schumacher2018	77
0.000223358495705095	Zhang_Fetal_Ureteric_Bud	1.85134474119859	4.29852824039921e-07	PASS.Cancer_Prostate.Schumacher2018	78
0.0004286579998658	Zhang_Follicular	2.19088527673451	3.12019130925864e-07	PASS.Cancer_Prostate.Schumacher2018	79
0.00180302383914233	Zhang_Foveolar	2.79724708800621	5.65244793916843e-07	PASS.Cancer_Prostate.Schumacher2018	80
7.38974322991304e-05	Zhang_Gastric_Neuroendocrine	1.04816539468366	2.3378744046593e-07	PASS.Cancer_Prostate.Schumacher2018	81
0.000141212698725912	Zhang_Hepatocyte	1.56911103042078	2.13971964030963e-07	PASS.Cancer_Prostate.Schumacher2018	82
0.000223532405167814	Zhang_Keratinocyte_1	1.85178725431354	3.48385706645995e-07	PASS.Cancer_Prostate.Schumacher2018	83
4.40447708445202e-05	Zhang_Keratinocyte_2	0.0956503640146938	1.95206475103663e-08	PASS.Cancer_Prostate.Schumacher2018	84
0.00393196966976983	Zhang_Mammary_Basal_Epi	3.0767138491407	5.80893690063495e-07	PASS.Cancer_Prostate.Schumacher2018	85
0.0004445410297782	Zhang_Mammary_Epithelial	2.20829815590303	3.35092675231464e-07	PASS.Cancer_Prostate.Schumacher2018	86
0.00307236751876006	Zhang_Mammary_Luminal_Epi_1	2.99111465326761	5.47962384982066e-07	PASS.Cancer_Prostate.Schumacher2018	87
0.000132781973942064	Zhang_Mammary_Luminal_Epi_2	1.5272528075649	3.9024369920809e-07	PASS.Cancer_Prostate.Schumacher2018	88
4.8665250039881e-05	Zhang_Melanocyte	0.468170809904736	1.06043758756914e-07	PASS.Cancer_Prostate.Schumacher2018	89
0.00014732406546214	Zhang_Myoepithelial	1.59728254478101	3.62111267828573e-07	PASS.Cancer_Prostate.Schumacher2018	90
0.000281895582629921	Zhang_Paneth	1.97927707935727	4.85914116385648e-07	PASS.Cancer_Prostate.Schumacher2018	91
0.000477693454739914	Zhang_Parietal	2.24232448328913	3.99516895906474e-07	PASS.Cancer_Prostate.Schumacher2018	92
0.000264589725731512	Zhang_SI_Goblet	1.94528777552424	4.34223363906316e-07	PASS.Cancer_Prostate.Schumacher2018	93
0.000455045760539341	Zhang_Skin_Basal_Epidermal	2.21940416112545	5.59202562707722e-07	PASS.Cancer_Prostate.Schumacher2018	94
0.00109339004191888	Zhang_Skin_Eccrine_Epidermal	2.60220657597093	8.01699813685334e-07	PASS.Cancer_Prostate.Schumacher2018	95
0.000449610855061899	Zhang_Skin_Granular_Epidermal	2.21369752129342	5.23534972285951e-07	PASS.Cancer_Prostate.Schumacher2018	96
5.70273486562023e-05	Zhang_Sm_Ms_Colon_1	0.743662159981693	1.52219324137699e-07	PASS.Cancer_Prostate.Schumacher2018	97
