Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Epimap_v3_Placenta_EEM_placenta_female_embryo__108_days_	2.4717558002155876e-07	8.777830960039709e-08	0.0024319851893284767
Epimap_v3_Placenta_EEM_placenta_female_embryo__85_days_	1.9674744395199036e-07	7.05663024829492e-08	0.002650730657132063
Epimap_v3_Muscle_muscle_of_arm_male_embryo__96_days_	2.622783416128754e-07	9.566317556570175e-08	0.0030562417614622295
Epimap_v3_PNS_spinal_cord_male_embryo__96_days_	3.3074033743183827e-07	1.2096204553788673e-07	0.0031261383259287043
Epimap_v3_Muscle_muscle_of_arm_male_embryo__115_days_	2.67141059587446e-07	9.885453562425653e-08	0.003442404485866088
Epimap_v3_Placenta_EEM_placenta_male_embryo__85_days_	2.833739878094307e-07	1.0490574908610871e-07	0.003454233631671407
Epimap_v3_Muscle_hindlimb_muscle_male_embryo__120_days_	2.6591862032175405e-07	1.0057094385621965e-07	0.004095544468956895
Epimap_v3_Muscle_muscle_of_arm_male_embryo__105_days_	2.006165542721554e-07	7.630159379113925e-08	0.00427857418903935
Epimap_v3_Muscle_muscle_of_arm_male_embryo__101_day_	3.0532240880836455e-07	1.1632941543446924e-07	0.004337078105607037
Epimap_v3_Placenta_EEM_placenta_female_embryo__101_day__and_male_embryo__105_days_	1.4552698803073804e-07	5.5510595702090456e-08	0.004375809230023922
Epimap_v3_Muscle_muscle_of_arm_female_embryo__105_days_	2.3428739365972967e-07	8.93787449150463e-08	0.004379916720042202
Epimap_v3_Muscle_muscle_of_arm_embryo__101_day_	2.5164876449722843e-07	9.712250746241572e-08	0.004784252203333461
Epimap_v3_Muscle_tongue_male_embryo__72_days_	2.8465084138614943e-07	1.0988240403758775e-07	0.004791771057818518
Epimap_v3_Placenta_EEM_placenta_embryo__53_days_	2.1817504024764657e-07	8.438266436664714e-08	0.0048612817038750505
Epimap_v3_Placenta_EEM_trophoblast_cell_embryo__39_weeks__and_embryo__40_weeks_	1.774707007804346e-07	6.871943476950947e-08	0.004903797193484236
Epimap_v3_Muscle_muscle_of_arm_female_embryo__115_days_	2.8368917777023903e-07	1.0989296904595445e-07	0.004918537564287038
Epimap_v3_Placenta_EEM_trophoblast_cell_embryo__21_week_	1.67662756434964e-07	6.512218656093061e-08	0.005017987367245125
Epimap_v3_Muscle_muscle_of_trunk_female_embryo__113_days_	2.0720548415053672e-07	8.080211656929106e-08	0.005168356184151755
Epimap_v3_Reproductive_vagina_female_adult__53_years_	1.8803916127777345e-07	7.349783402957542e-08	0.005257279217519849
Epimap_v3_Muscle_muscle_of_back_male_embryo__97_days_	2.739098274868471e-07	1.0784749332129511e-07	0.005545975489632807
Epimap_v3_Muscle_muscle_of_back_female_embryo__85_days_	2.531548356492431e-07	1.0002727627183533e-07	0.005689194610538047
Epimap_v3_Muscle_muscle_of_leg_male_embryo__105_days_	1.9085833424254505e-07	7.556510461764435e-08	0.005772630007473031
Epimap_v3_Placenta_EEM_placenta_embryo__102_days_	2.134340435020257e-07	8.517646565001739e-08	0.006108967319854893
Epimap_v3_Muscle_muscle_of_trunk_female_embryo__121_day_	2.810664760059885e-07	1.1248669287571928e-07	0.006233118208556484
Epimap_v3_Muscle_muscle_of_arm_male_embryo__104_days_	2.706124820339529e-07	1.0857835463758626e-07	0.00634550344049576
Epimap_v3_Muscle_muscle_of_back_male_embryo__127_days_	2.3710430293882767e-07	9.581160443521431e-08	0.00666753817839666
Epimap_v3_PNS_spinal_cord_female_embryo__113_days_	2.0308720240120074e-07	8.24791705101141e-08	0.006902750934398137
Epimap_v3_Muscle_muscle_of_leg_female_embryo__85_days_	2.528474774878187e-07	1.0366332515504915e-07	0.007361502211811024
Epimap_v3_Muscle_muscle_of_back_female_embryo__115_days_	2.582297733639703e-07	1.0642769514628903e-07	0.007625987061797372
Epimap_v3_Stromal_AG08395	1.4825458703468622e-07	6.115771400347852e-08	0.007672438935318111
Epimap_v3_Muscle_muscle_of_back_male_embryo__105_days_	1.867254545348158e-07	7.728373713556367e-08	0.007843815565264322
Epimap_v3_Muscle_muscle_of_arm_female_embryo__85_days_	2.21429345932073e-07	9.164905628996728e-08	0.007844802059070566
Epimap_v3_Placenta_EEM_placenta_male_embryo__91_day_	2.150629451263023e-07	8.935595367048375e-08	0.008046234783085656
Epimap_v3_Muscle_muscle_of_back_female_embryo__105_days_	2.3753261258123688e-07	9.900064747884785e-08	0.008213143906480959
Epimap_v3_Muscle_muscle_of_arm_male_embryo__97_days_	2.1842738100888483e-07	9.158854934207639e-08	0.008542427370290063
Epimap_v3_Placenta_EEM_placenta_embryo__56_days__and_embryo__59_days_	1.912072314887505e-07	8.064576357171805e-08	0.00887116841861114
Epimap_v3_Muscle_muscle_of_arm_female_embryo__120_days_	2.7847607252944205e-07	1.1750425819248334e-07	0.008895889255015572
Epimap_v3_Muscle_muscle_of_back_female_embryo__113_days_	2.6380593480390033e-07	1.1132260804988201e-07	0.008900234658663799
Epimap_v3_Muscle_muscle_of_leg_male_embryo__127_days_	2.67542070810875e-07	1.1337928857847498e-07	0.009144650053078015
Epimap_v3_Muscle_muscle_of_back_male_embryo__108_days_	2.7485950042490804e-07	1.1660768417336565e-07	0.009208392778321311
Epimap_v3_Muscle_muscle_of_leg_female_embryo__105_days_	2.656241807325849e-07	1.130859912444519e-07	0.00941526492266478
Epimap_v3_Stromal_brain_pericyte	1.7607312039423878e-07	7.496366206833115e-08	0.009417525954262667
Epimap_v3_Other_mammary_stem_cell	1.9030839556180743e-07	8.164221902990517e-08	0.009876556157342058
Epimap_v3_Placenta_EEM_trophoblast_female_embryo__40_weeks_	1.12157753924131e-07	4.832848359303297e-08	0.010150491141365936
Epimap_v3_Muscle_muscle_of_arm_male_embryo__127_days_	2.1769629918498765e-07	9.39196876615098e-08	0.010227420146169671
Epimap_v3_Muscle_muscle_of_back_male_embryo__101_day_	2.415583446205753e-07	1.0471013864205465e-07	0.010529525266149661
Epimap_v3_Muscle_muscle_of_leg_male_embryo__104_days_	2.481579192353285e-07	1.0758269037360674e-07	0.010536571810464378
Epimap_v3_Muscle_muscle_of_leg_male_embryo__101_day_	2.4812481415246473e-07	1.0772655347630782e-07	0.010631443206666076
Epimap_v3_Muscle_muscle_of_arm_female_embryo__98_days_	2.6817907667481235e-07	1.1654732014518187e-07	0.010694920039574191
Epimap_v3_PNS_spinal_cord_female_embryo__89_days_	2.734973634788703e-07	1.2011928844003555e-07	0.011396656968907942
Epimap_v3_PNS_spinal_cord_female_embryo__87_days_	2.9397752293852124e-07	1.2982034616371314e-07	0.011771843904539966
Epimap_v3_Placenta_EEM_trophoblast_cell_embryo__17_weeks__and_embryo__18_weeks_	1.6188841937372289e-07	7.195038625184213e-08	0.012224450462976382
Epimap_v3_Muscle_psoas_muscle_male_adult__27_years__and_male_adult__35_years_	1.1626129219593461e-07	5.1951240746144187e-08	0.012614033021120104
Epimap_v3_Muscle_muscle_of_back_female_embryo__98_days_	2.524461297869282e-07	1.1490886937383098e-07	0.014012913355302917
Epimap_v3_Placenta_EEM_trophoblast_cell_embryo__23_weeks_	1.5309714552755693e-07	7.025485572861114e-08	0.01465958871161473
Epimap_v3_Muscle_muscle_of_leg_male_embryo__97_days_	2.1636031436266302e-07	9.952076535547706e-08	0.014851748675597305
Epimap_v3_Muscle_muscle_of_back_male_embryo__96_days_	1.955891376405151e-07	9.013386331121981e-08	0.015003988518765603
Epimap_v3_Stromal_fibroblast_of_the_conjunctiva	1.7395020477896055e-07	8.289612769930519e-08	0.017934396031477073
Epimap_v3_PNS_spinal_cord_male_embryo__105_days_	1.7486100568430112e-07	8.376695106237566e-08	0.018422830565467258
Epimap_v3_Placenta_EEM_placenta_female_embryo__113_days_	8.442163193485287e-08	4.080185505881299e-08	0.019270060813935935
Epimap_v3_Muscle_muscle_of_arm_male_embryo__120_days_	2.1837980166155316e-07	1.0822242457217235e-07	0.021801911241956143
Epimap_v3_Sm_Muscle_muscle_layer_of_duodenum_male_adult__59_years_	1.7358598891594354e-07	8.834834844909223e-08	0.024719249556375483
Epimap_v3_Stromal_cardiac_fibroblast	1.6321134942709946e-07	8.399084063561805e-08	0.025995748911945088
Epimap_v3_Muscle_muscle_of_trunk_female_embryo__120_days_	2.2824004957040946e-07	1.19811727125261e-07	0.028390735676187488
Epimap_v3_Other_foreskin_melanocyte_male_newborn	9.454026022693731e-08	4.9753842493387215e-08	0.028706064364898747
Epimap_v3_Spleen_spleen_embryo__112_days_	1.2421757308559818e-07	6.551528461944797e-08	0.028979423380901915
Epimap_v3_Placenta_EEM_chorion	7.101844641410988e-08	3.850445077812557e-08	0.03256085012240917
Epimap_v3_Stromal_fibroblast_of_villous_mesenchyme	1.3641066050764042e-07	7.45041474183325e-08	0.033556716290453543
Epimap_v3_PNS_tibial_nerve_female_adult__53_years_	8.798938684993483e-08	4.9076722868456595e-08	0.03649489692572973
Epimap_v3_Stromal_foreskin_fibroblast_male_newborn	9.776438316880639e-08	5.530578746650226e-08	0.03855501683069816
Epimap_v3_Placenta_EEM_placenta_embryo__16_weeks_	6.925661517630043e-08	4.0615764222342266e-08	0.04408174615646046
Epimap_v3_Sm_Muscle_muscle_layer_of_colon_female_adult__56_years_	1.0696090835591794e-07	6.287376832631517e-08	0.0444526387988557
Epimap_v3_Sm_Muscle_smooth_muscle_cell_of_the_brain_vasculature_female	1.330982632462113e-07	7.967532003864056e-08	0.04740944436299916
Epimap_v3_Stromal_ELR	1.1095788394254099e-07	6.795582411965933e-08	0.05125613056471113
Epimap_v3_Placenta_EEM_chorion_male_embryo__16_weeks_	6.50557752404084e-08	4.3294155701505464e-08	0.06646522095211156
Epimap_v3_Stromal_AG09319	1.1872036944927773e-07	7.927726388748638e-08	0.0671272297550821
Epimap_v3_Stromal_cardiac_fibroblast_female	1.0536834521880726e-07	7.076143918329221e-08	0.06823519584092576
Epimap_v3_Stromal_cardiac_fibroblast_female_embryo__94_days__and_female_embryo__98_days_	8.475538519916499e-08	5.704723175050432e-08	0.06867851939974258
Epimap_v3_Stromal_fibroblast_of_gingiva	1.2290497198893977e-07	8.32169515454235e-08	0.06984823242120802
Epimap_v3_Placenta_EEM_amnion_male_embryo__16_weeks_	9.038432967485516e-08	6.176408298981409e-08	0.07168170100711162
Epimap_v3_Stromal_AG09309	9.257102400233557e-08	6.428256785214122e-08	0.07492461964492883
Epimap_v3_Stromal_HFF_Myc_originated_from_foreskin_fibroblast	1.0670088002470706e-07	7.646092590979555e-08	0.08143323149734905
Epimap_v3_Placenta_EEM_chorion_female_embryo__40_weeks_	9.784395671402618e-08	7.039572224257897e-08	0.08227759003024832
Epimap_v3_Placenta_EEM_chorionic_villus_embryo__16_weeks_	7.395883719964401e-08	5.3642349740410544e-08	0.08398751217693334
Epimap_v3_Sm_Muscle_stomach_smooth_muscle_male_adult__59_years_	1.0446365723777112e-07	7.610722560207041e-08	0.0849406559588588
Epimap_v3_Muscle_psoas_muscle_male_child__3_years_	9.782741211859225e-08	7.321724970067754e-08	0.09075417788270224
Epimap_v3_Placenta_EEM_trophoblast_female_embryo__20_weeks_	4.873022136059355e-08	3.716616489758684e-08	0.09490443502577328
Epimap_v3_Thymus_thymus_male_child__3_years_	7.400152311457009e-08	5.7249203149766854e-08	0.09807108374170465
Epimap_v3_Sm_Muscle_rectal_smooth_muscle_tissue_female_adult__50_years_	7.026328988080984e-08	5.5251710151106334e-08	0.10174086217525252
Epimap_v3_Sm_Muscle_muscle_layer_of_colon_female_adult__77_years_	7.149248333000313e-08	5.659537599228219e-08	0.10325483356111154
Epimap_v3_Stromal_fibroblast_of_pulmonary_artery	8.459967679197004e-08	6.740652534678701e-08	0.10472729682797521
Epimap_v3_Placenta_EEM_amniotic_stem_cell	7.830276169012375e-08	6.27814357759434e-08	0.10615696290238086
Epimap_v3_Stromal_fibroblast_of_dermis_female_adult	8.154593922283942e-08	6.550136525673377e-08	0.10657502418078402
Epimap_v3_Stromal_fibroblast_of_mammary_gland_female	7.140106013836298e-08	5.76174186361844e-08	0.10763072438169269
Epimap_v3_PNS_tibial_nerve_male_adult__37_years_	8.308464444612391e-08	6.789251865827226e-08	0.11052001109303566
Epimap_v3_Thymus_thymus_female_embryo__147_days_	5.738245962744025e-08	4.7444729328716436e-08	0.11324325758965315
Epimap_v3_Stromal_fibroblast_of_peridontal_ligament_male	6.975983398601631e-08	5.8291322059925396e-08	0.11570302836212237
Epimap_v3_Placenta_EEM_chorionic_villus_female_embryo__40_weeks_	4.5371090712792895e-08	3.912134363541079e-08	0.1230747180614134
Epimap_v3_Stromal_BJ	7.967158245708968e-08	7.157661670890054e-08	0.13283379059312672
Epimap_v3_Muscle_psoas_muscle_female_adult__30_years_	6.361695979141346e-08	5.7191972599225416e-08	0.13299584178397822
Epimap_v3_Muscle_skeletal_muscle_cell	7.863647183878117e-08	7.265367046605212e-08	0.1395492164187484
Epimap_v3_Myosat_skeletal_muscle_satellite_cell_female_adult_originated_from_mesodermal_cell	5.460949724756879e-08	5.094486323806834e-08	0.14187498770029017
Epimap_v3_Thymus_thymus_male_embryo__108_days_	4.828649176976317e-08	4.5864025610660334e-08	0.14621210659338396
Epimap_v3_Placenta_EEM_placental_basal_plate_female_embryo__40_weeks_	3.9286745052856306e-08	3.7331198232377754e-08	0.1463117687508051
Zhang_Zhang_Alpha_1	1.4640069966784504e-07	1.4241853190202944e-07	0.15198408144680026
Epimap_v3_Thymus_thymus_female_embryo__98_days_	4.5248865065823245e-08	4.498337887131205e-08	0.15723138756767108
Epimap_v3_Stromal_GM04504	6.139542473260376e-08	6.104656824149748e-08	0.157276439882294
Epimap_v3_Placenta_EEM_placenta_male_embryo__16_weeks_	5.0384331211061876e-08	5.093186594427332e-08	0.16127050279113864
Epimap_v3_Sm_Muscle_muscle_layer_of_duodenum_male_adult__73_years_	5.858990786673133e-08	6.04763218201383e-08	0.1663206478576154
Epimap_v3_Placenta_EEM_chorionic_villus_male_embryo__16_weeks_	4.845274259160034e-08	5.1694079723132185e-08	0.17430272006082348
Epimap_v3_Placenta_EEM_placental_basal_plate_male_embryo__38_weeks_	6.472702986462832e-08	6.92401252706154e-08	0.1749406248376515
Epimap_v3_Myosat_myocyte_originated_from_LHCN_M2	7.414390358659396e-08	8.017222421839233e-08	0.17753292913964203
Epimap_v3_Stromal_GM04503	5.087551075899635e-08	5.559874285324692e-08	0.18008325224053917
Epimap_v3_Stromal_WI38	5.756874235692653e-08	6.431308566874046e-08	0.18535809299618805
Epimap_v3_Thymus_thymus_female_embryo__113_days_	3.975409777498822e-08	4.547242296104254e-08	0.19099206682119846
Epimap_v3_Thymus_thymus_male_embryo__113_days_	3.874127449493541e-08	4.5365733081744657e-08	0.19655897746500206
Epimap_v3_Stromal_fibroblast_of_lung	5.2172047565911186e-08	6.235362803471386e-08	0.20137715163301528
Epimap_v3_Thymus_thymus_female_embryo__105_days_	3.607904597797501e-08	4.34555120991652e-08	0.203198029235092
Epimap_v3_Myosat_skeletal_muscle_myoblast_male_adult__22_years_	4.8774625163423355e-08	6.271741964056915e-08	0.21837629363402228
Epimap_v3_Stromal_EL	4.886871826021185e-08	6.332910010746769e-08	0.22015704908457678
Epimap_v3_Spleen_spleen_male_child__3_years_	5.421031022373654e-08	7.099569156499852e-08	0.22256122051762384
Epimap_v3_Muscle_psoas_muscle_male_adult__34_years_	3.933876458644955e-08	5.199434909266102e-08	0.2246456923938488
Epimap_v3_Placenta_EEM_chorionic_villus_male_embryo__38_weeks_	3.059355612822793e-08	4.0661848318232053e-08	0.2259083674392539
Epimap_v3_Thymus_thymus_male_embryo__104_days_	3.289181841531069e-08	4.439402278592479e-08	0.22937507815779562
Epimap_v3_Thymus_thymus_female_embryo__110_days_	2.7413403471389328e-08	4.005900050751761e-08	0.24688476168242884
Epimap_v3_Stromal_AG04449	4.5153198035253e-08	6.600973960536755e-08	0.24697545245060643
Epimap_v3_Neurosph_neurosphere_embryo__15_weeks__originated_from_ganglionic_eminence	3.6623154086000975e-08	5.3622542165920575e-08	0.2473095620746918
Epimap_v3_Thymus_thymus_male_embryo__127_days_	2.931227490373309e-08	4.301680879433207e-08	0.2478046425329941
Epimap_v3_Muscle_muscle_of_back_male_embryo__104_days_	4.478993835838871e-08	6.629100581213679e-08	0.24962943100226154
Epimap_v3_Stromal_AG10803	4.1510412085527694e-08	6.159687092280748e-08	0.2501859970019942
Epimap_v3_Spleen_spleen_male_adult__34_years_	3.7052184743527796e-08	5.5734330563638163e-08	0.2530892010882074
Epimap_v3_Myosat_LHCN_M2	4.826505702658092e-08	7.341552820796507e-08	0.2554544823639602
Epimap_v3_Stromal_AG04450	4.31952649285831e-08	6.94525607940209e-08	0.2669909483985895
Epimap_v3_Thymus_thymus_female_embryo	2.6441657832449107e-08	4.3621180421550684e-08	0.2722024055681479
Epimap_v3_PNS_spinal_cord_female_embryo__59_days__and_male_embryo__72_days_	4.61996244670248e-08	7.666816815979232e-08	0.27339007321639136
Epimap_v3_Stromal_fibroblast_of_lung_male_adult__45_years_	3.3263716473933504e-08	5.907291087601194e-08	0.2866847768621047
Epimap_v3_Stromal_stromal_cell_of_bone_marrow_male	3.6096295923612666e-08	6.553604834207492e-08	0.29089041088095924
Epimap_v3_Myosat_skeletal_muscle_myoblast	3.4425437771058277e-08	6.282612843532914e-08	0.29186387895320165
Epimap_v3_Stromal_EH	2.9730601124518474e-08	5.728002535708088e-08	0.3018665652697856
Epimap_v3_Muscle_muscle_of_trunk_female_embryo__115_days_	2.4157027487559762e-08	4.7854360281821284e-08	0.30684858331091724
Epimap_v3_Muscle_skeletal_muscle_tissue	2.5018642215203714e-08	5.2984830082078326e-08	0.3183973712155474
Epimap_v3_Stromal_fibroblast_of_the_aortic_adventitia_female	2.873073048257071e-08	6.187878001566986e-08	0.32121402185346387
Epimap_v3_Muscle_muscle_of_leg_female_embryo__110_days_	1.4922100404815636e-08	4.078994845839045e-08	0.35724675696368036
Epimap_v3_Stromal_fibroblast_of_lung_female_child__11_year__and_male_adult__45_years_	1.4449006227739338e-08	4.8960411941972984e-08	0.3839525924449773
Epimap_v3_Spleen_spleen_female_adult__53_years_	1.6442402611082793e-08	5.704788861512181e-08	0.38658876658956887
Epimap_v3_Stromal_skin_fibroblast_male_embryo__97_days_	1.1782409775810237e-08	5.5814700561642015e-08	0.4164051339782972
Epimap_v3_Myosat_myotube_originated_from_skeletal_muscle_myoblast	1.0525623234032442e-08	5.967231647746903e-08	0.42999362659945106
Epimap_v3_Stromal_fibroblast_of_skin_of_abdomen_male_embryo__97_days_	1.0212044486071655e-08	5.9523905590562386e-08	0.43189091430899773
Epimap_v3_Sm_Muscle_stomach_smooth_muscle_female_adult__84_years_	4.2232211207771005e-09	4.2162467395006116e-08	0.46010650063828956
Epimap_v3_Spleen_spleen_female_adult__30_years_	1.1145098165191125e-09	3.950043827402127e-08	0.48874528687884744
Zhang_Zhang_Adipocyte	-8.23025584070067e-09	1.616510810883738e-07	0.5203028586177832
Epimap_v3_Neurosph_neurosphere_female_embryo__17_weeks__originated_from_cortex	-3.774484925779206e-09	4.596219514285373e-08	0.5327249563056233
Epimap_v3_PNS_spinal_cord_female_embryo__108_days_	-4.749710649370525e-09	5.057261773853883e-08	0.5374131001290827
Epimap_v3_Stromal_fibroblast_of_dermis_NONE_and_female_adult	-5.317888071043883e-09	5.4099544019779247e-08	0.5391522482774495
Epimap_v3_Stromal_fibroblast_of_dermis	-9.137628381001462e-09	3.9806024579659765e-08	0.5907807855597226
Epimap_v3_Neurosph_neurosphere_female_embryo__17_weeks__originated_from_ganglionic_eminence	-1.1679034465885775e-08	5.064765640614376e-08	0.5911847993197185
Epimap_v3_Stromal_GM23248	-1.633466688047346e-08	4.765102667792265e-08	0.6341247075972914
Epimap_v3_Muscle_skeletal_muscle_tissue_male_adult__54_years_	-1.814366484254659e-08	4.260250652811505e-08	0.6649032907750383
Epimap_v3_Stromal_IMR_90	-2.3178083823909716e-08	3.621876167716635e-08	0.7388964353192515
Epimap_v3_Stromal_fibroblast_of_breast_female_adult__17_years_	-3.709960205524842e-08	4.6334821621438854e-08	0.7883430195285128
Epimap_v3_Stromal_fibroblast_of_breast_female_adult__26_years_	-5.429347070027052e-08	5.00135361677377e-08	0.8611665831672317
Epimap_v3_Muscle_skeletal_muscle_tissue_female_adult__72_years_	-4.324568379618663e-08	3.8482857110392605e-08	0.8694436106709383
Zhang_Zhang_A_Cardiomyocyte	-2.115703907792393e-07	1.4517063599926417e-07	0.9274957717888151
