Name	Coefficient	Coefficient_std_error	Coefficient_P_value
ABC_old_B_cell-ENCODE	3.665590716212153e-07	2.2497569904541905e-07	0.05162186396094339
Epimap_v3_Adipose_adipocyte	1.0805715336916376e-07	6.669403310917696e-08	0.05259549638629834
Epimap_v3_Adipose_subcutaneous_abdominal_adipose_tissue_nuclear_fraction_female_adult__41_year_	8.482058725281192e-08	5.260966792495833e-08	0.053452430414101824
Epimap_v3_Blood_T_cell_peripheral_blood_mononuclear_cell_female_adult__28_years_	8.769376834012765e-08	5.472088912400747e-08	0.054515390017773786
Epimap_v3_Blood_T_cell_regulatory_T_cell_originated_from_blood_cell	7.562625428346655e-08	4.751657954212348e-08	0.0557399873138585
ABC_old_adipose_tissue-ENCODE	4.794882870900174e-07	3.016989255267603e-07	0.05599701825010715
ABC_old_CD34-positive_mobilized-Roadmap	4.434192151935058e-07	2.7910772771748993e-07	0.05606375864600172
DHS_DHS_core_RENAL_DEV	4.936652058273148e-07	3.115996629474746e-07	0.056563514040637516
ABC_old_large_intestine_fetal-Roadmap	3.630623850440284e-07	2.2929523356031781e-07	0.05666699323457615
ABC_old_mammary_epithelial_cell-Roadmap	3.9279318696840676e-07	2.5622356034847835e-07	0.06263674035998101
ABC_old_CD8-positive_alpha-beta_T_cell-ENCODE	3.47379375343073e-07	2.3064529423392715e-07	0.06601824974512224
ABC_old_MCF10A-Ji2017	4.2477111531090427e-07	2.8554048061595764e-07	0.06842770014023843
ABC_old_HAP1	3.1252351523643304e-07	2.187718610301218e-07	0.07656879654885683
DHS_DHS_full_PLACENTAL_TROPHOBLAST	1.5501902035715942e-07	1.0987742055923063e-07	0.07914648860242451
Epimap_v3_Blood_T_cell_CD4_positive__alpha_beta_T_cell	5.90685688998333e-08	4.242192726753442e-08	0.08189966281886618
ABC_old_placenta-Roadmap	2.8241684990993617e-07	2.1578400951511422e-07	0.09530204408519016
Epimap_v3_Blood_T_cell_CD4_positive__CD25_positive__alpha_beta_regulatory_T_cell	6.764346870134733e-08	5.1743892148515947e-08	0.09555975737199007
Epimap_v3_Blood_T_cell_CD8_positive__alpha_beta_T_cell_male_adult__21_year_	5.495016442086389e-08	4.234557974570888e-08	0.09720209967082577
Epimap_v3_Blood_T_cell_CD4_positive__alpha_beta_T_cell_male_adult__21_year_	6.346271284192917e-08	4.8954746968378546e-08	0.09742666786719789
Epimap_v3_Blood_T_cell_peripheral_blood_mononuclear_cell_male_adult__27_years_	1.2629434865446802e-07	9.808469600601764e-08	0.0989417424907647
ABC_old_CD19-positive_B_cell-Roadmap	2.548294563110696e-07	2.042631367869175e-07	0.10609707040151584
Epimap_v3_Blood_T_cell_peripheral_blood_mononuclear_cell_male_adult__32_years_	8.139869126227252e-08	6.562649453049786e-08	0.10742616955581674
ABC_old_H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	2.8888370312322187e-07	2.3623141636864247e-07	0.11068668932362846
Epimap_v3_Blood_T_cell_naive_thymus_derived_CD4_positive__alpha_beta_T_cell	5.399412285680874e-08	4.420269430636663e-08	0.11094610677701966
ABC_old_thymus_fetal-Roadmap	3.1042207034337894e-07	2.576700726066954e-07	0.1141543720240677
DHS_DHS_full_RENAL_DEV	1.9309513217934385e-07	1.6112107339166076e-07	0.11537144357233986
ABC_old_epithelial_cell_of_prostate-ENCODE	3.7649430699791827e-07	3.1508317561779154e-07	0.11606217066218599
Epimap_v3_Adipose_subcutaneous_abdominal_adipose_tissue_nuclear_fraction_female_adult__59_years_	5.5181280441545516e-08	4.625904955743005e-08	0.11645909505457397
Epimap_v3_Blood_T_cell_CD8_positive__alpha_beta_T_cell_male_adult__28_years_	5.656677446818645e-08	4.7989153934119786e-08	0.11925069876692335
ABC_old_HepG2-Roadmap	3.0184750486223816e-07	2.644003042784575e-07	0.12680377842222418
ABC_old_thyroid_gland-ENCODE	4.022896743400747e-07	3.578436973181035e-07	0.1304630340464894
Epimap_v3_Blood_T_cell_CD8_positive__alpha_beta_T_cell_male_adult__37_years_	5.7313309326212215e-08	5.2767125054649244e-08	0.13870507454794462
Epimap_v3_Blood_T_cell_regulatory_T_cell_male_adult__28_years_	5.162413643213538e-08	4.7569250175617764e-08	0.13890729813709096
Epimap_v3_Blood_T_cell_naive_thymus_derived_CD4_positive__alpha_beta_T_cell_male_adult__26_years_	5.3971911604479296e-08	5.114000353771135e-08	0.14562679024793507
Epimap_v3_Blood_T_cell_CD4_positive__alpha_beta_T_cell_treated_with_phorbol_13_acetate_12_myristate___ionomycin	3.477914307067389e-08	3.3365731200962914e-08	0.14862212783231765
Epimap_v3_Blood_T_cell_naive_thymus_derived_CD4_positive__alpha_beta_T_cell_female_adult__35_years_	5.105295691147386e-08	5.022135963728421e-08	0.15468171976987294
ABC_old_BJAB_anti-IgM_anti-CD40_4hr-Engreitz	3.833032104763154e-07	3.7870815848025574e-07	0.15573711556936803
ABC_old_spleen-ENCODE	3.144702231921228e-07	3.1897204903576176e-07	0.16209441676981312
Epimap_v3_Blood_T_cell_peripheral_blood_mononuclear_cell_male_adult__28_years_	6.243692355771368e-08	6.39449288005803e-08	0.16442889918870335
ABC_old_keratinocyte-Roadmap	2.3980898097641583e-07	2.5266342553196943e-07	0.17127871438192332
DHS_DHS_core_STROMAL_A	4.568326224141145e-07	4.905591786476479e-07	0.17586245262850536
Epimap_v3_Blood_T_cell_CD8_positive__alpha_beta_T_cell_female_adult__34_years_	4.2749321388496374e-08	4.645741728938506e-08	0.17873859200524683
Epimap_v3_Blood_T_cell_CD4_positive__alpha_beta_T_cell_female_adult__33_years_	4.3146294234277894e-08	4.847535249527844e-08	0.18671505159132012
Epimap_v3_Blood_T_cell_CD8_positive__alpha_beta_T_cell	4.234760806552201e-08	4.800373902328522e-08	0.18884159869155248
DHS_DHS_full_STROMAL_A	1.8882827872164643e-07	2.155694431850417e-07	0.19052832435768147
Epimap_v3_Blood_T_cell_CD8_positive__alpha_beta_T_cell_female_adult__33_years_	3.8812707511274964e-08	4.5423272336633634e-08	0.19642301965687947
DHS_DHS_core_GENERAL	4.500501544315961e-07	5.36574596675375e-07	0.20080574240711202
Epimap_v3_Adipose_subcutaneous_abdominal_adipose_tissue_nuclear_fraction_female_adult__81_year_	4.280137105673104e-08	5.127146820761171e-08	0.2019154408310247
DHS_DHS_full_GENERAL	1.5533752931566564e-07	1.8693092717448624e-07	0.20298994430504624
Epimap_v3_Blood_T_cell_peripheral_blood_mononuclear_cell_male_adult__39_years_	6.416708266868968e-08	7.879697736101159e-08	0.2077267280045803
Epimap_v3_Blood_T_cell_effector_memory_CD4_positive__alpha_beta_T_cell	4.0773619202323255e-08	5.5318781416792296e-08	0.2305409627421668
ABC_old_BJAB-Engreitz	2.7735855848367455e-07	3.830019649328476e-07	0.23448066649251137
Epimap_v3_Blood_T_cell_regulatory_T_cell_female_adult__35_years_	3.367222591426888e-08	4.6840605980520687e-08	0.2361110407299395
DHS_DHS_full_MUSCULOSCELETAL	8.376444206314957e-08	1.2144869856204083e-07	0.24518813214497914
ABC_old_liver-ENCODE	2.5377494426110295e-07	3.711244481365033e-07	0.24705069362911508
ABC_old_MCF10A_treated_with_TAM24hr-Ji2017	1.8061677705083303e-07	2.647774939260134e-07	0.2475734748672575
ABC_old_myotube_originated_from_skeletal_muscle_myoblast-Roadmap	1.3966912484269823e-07	2.0641060581328128e-07	0.2493118892335393
DHS_DHS_core_MUSCULOSCELETAL	1.8930493696025615e-07	2.804879250205911e-07	0.24986553163091013
ABC_old_ovary-Roadmap	1.5426813220349185e-07	2.2873401586164637e-07	0.2500147502848494
ABC_old_U937_LPS_4hr-Engreitz	2.85818416160605e-07	4.5377353944598624e-07	0.2643897657228704
ABC_old_foreskin_fibroblast-Roadmap	1.6215609846759826e-07	2.6251901764852684e-07	0.2683889402972207
ABC_old_THP_pmaLPS_ATAC_24h	2.615196570509281e-07	4.3263129183595217e-07	0.272760211885739
ABC_old_THP_pmaLPS_ATAC_72h	2.2692456560492564e-07	3.838594353147647e-07	0.27720467164046936
ABC_old_psoas_muscle-Roadmap	1.3099674675879847e-07	2.2731017754983465e-07	0.2822093458735614
ABC_old_SK-N-SH-ENCODE	2.0942034453466777e-07	3.780531752727922e-07	0.28980853460166073
DHS_DHS_core_LYMPHOID	2.4895205635551054e-07	4.565324528503405e-07	0.2927699043427555
Epimap_v3_Blood_T_cell_CD8_positive__alpha_beta_memory_T_cell	2.4360305744423064e-08	4.668960900342815e-08	0.30092218660819425
Epimap_v3_Blood_T_cell_mononuclear_cell_male	2.2735056376457817e-08	4.379733768062902e-08	0.30184663150770985
Epimap_v3_Blood_T_cell_CD4_positive__alpha_beta_memory_T_cell	2.0872161763858836e-08	4.069810168313542e-08	0.30402691963158124
ABC_old_coronary_artery-ENCODE	1.2360192562299238e-07	2.839475351931075e-07	0.33167290022092377
ABC_old_Jurkat-Engreitz	1.8661599614493932e-07	4.581923879245529e-07	0.341898450131171
ABC_old_skeletal_muscle_myoblast-Roadmap	1.0463122193918456e-07	2.5750829949343365e-07	0.34225310453216845
DHS_DHS_full_CANCER_RENAL	6.611020537898608e-08	1.6782215439130459e-07	0.3468163073502135
ABC_old_NCCIT	1.6963431788321166e-07	4.321957834270755e-07	0.34734656541583
ABC_old_CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016	1.4071897040756023e-07	3.6086870220714845e-07	0.348288583781635
ABC_old_osteoblast-ENCODE	1.185316323806165e-07	3.115992972068802e-07	0.35182513893956335
ABC_old_H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	7.870021648151409e-08	2.075042486574908e-07	0.3522435441679578
ABC_old_CD14-positive_monocytes-Roadmap	1.0582968406628433e-07	2.956228344376033e-07	0.36017582187792385
ABC_old_H9-Roadmap	6.636488403798414e-08	1.8717498793812707e-07	0.3614593826793379
ABC_old_CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	1.2051792606510535e-07	3.5386293067761684e-07	0.3667106502200135
ABC_old_A673-ENCODE	6.360557457354334e-08	1.9235388867669853e-07	0.37044705107839637
ABC_old_MM.1S-ENCODE	6.881820071682339e-08	2.1048505972555931e-07	0.3718526529932934
ABC_old_H7	7.981811394751339e-08	2.5762885827551917e-07	0.3783495981796392
Epimap_v3_Blood_T_cell_CD4_positive__alpha_beta_T_cell_male_adult__37_years_	1.2409786799766409e-08	4.2612424738503285e-08	0.3854397707019138
ABC_old_dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	9.654720852295615e-08	3.334407892148345e-07	0.38608091784673326
ABC_old_erythroblast-Corces2016	1.0107648636777545e-07	3.508351193478691e-07	0.38663412706885475
ABC_old_cardiac_muscle_cell-ENCODE	7.852395044970717e-08	2.7515257723231054e-07	0.3876752502977391
ABC_old_HCT116-ENCODE	6.487483688999964e-08	2.3022913585227455e-07	0.3890546532239463
ABC_old_CD4-positive_helper_T_cell-ENCODE	7.705621942442496e-08	2.9287235078218675e-07	0.39623477304986165
ABC_old_HeLa-S3-Roadmap	6.218412971041384e-08	2.485842285627122e-07	0.40123445428113524
ABC_old_CD14-positive_monocyte-ENCODE	6.53728351581697e-08	2.664225512805159e-07	0.40308391167802654
ABC_old_THP_pmaLPS_ATAC_6h	8.757784948245342e-08	3.9987584822385205e-07	0.41332011604726093
ABC_old_CD4-positive_helper_T_cell-Corces2016	5.3482643536570125e-08	3.3064954445516215e-07	0.4357512693797777
ABC_old_sigmoid_colon-ENCODE	6.177452942609341e-08	4.473159350108705e-07	0.4450805172687589
ABC_old_THP1_LPS_4hr-Engreitz	4.47394637849792e-08	4.0905060400852316e-07	0.45645296335201885
ABC_old_CD56-positive_natural_killer_cells-Roadmap	1.879439254495128e-08	2.1280320535094757e-07	0.4648118935322287
ABC_old_adrenal_gland-ENCODE	3.426646579927887e-08	4.0693441203930314e-07	0.46644618060292586
ABC_old_trophoblast_cell-ENCODE	1.476067385930041e-08	2.0914282913752747e-07	0.4718672072732105
ABC_old_H1_Derived_Mesenchymal_Stem_Cells-Roadmap	1.4564045696042255e-08	2.2109015373014518e-07	0.47373915509000675
ABC_old_adrenal_gland_fetal-ENCODE	1.0421854151257703e-08	2.386870075615653e-07	0.4825864106318344
ABC_old_iPS_DF_19.11_Cell_Line-Roadmap	6.734722970728445e-09	2.4441699669535526e-07	0.48900884212879764
ABC_old_THP1-Engreitz	9.425887669482389e-09	4.380917996892045e-07	0.49141710707054026
ABC_old_dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	1.6741141859550392e-09	2.5969541588739096e-07	0.49742825531610324
ABC_old_U937-Engreitz	-5.438624431620879e-09	4.4380560198904107e-07	0.5048887236200184
DHS_DHS_full_MYELOID_ERYTHROID	-3.774763764612076e-09	2.1387508484170933e-07	0.5070407204598968
ABC_old_muscle_of_leg_fetal-Roadmap	-5.618362775583632e-09	2.0054729232601925e-07	0.5111749666260524
ABC_old_Karpas-422-ENCODE	-1.3054447987907795e-08	1.7523049843805407e-07	0.5296932205237416
ABC_old_induced_pluripotent_stem_cell-ENCODE	-1.5320541471905495e-08	1.9869847292943116e-07	0.5307297835338913
DHS_DHS_core_CANCER_RENAL	-2.401450315875282e-08	2.8274730401673375e-07	0.5338425683300827
ABC_old_muscle_of_trunk_fetal-Roadmap	-2.6145571878090916e-08	2.1695853719761746e-07	0.5479602355616396
ABC_old_THP_pmaLPS_ATAC_120h	-4.9303441250446334e-08	3.539992064498505e-07	0.5553838029769846
ABC_old_CD8-positive_alpha-beta_T_cell-Corces2016	-4.787844226202927e-08	3.122385734092315e-07	0.5609346423494419
ABC_old_CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	-5.79549377109267e-08	3.24584526709025e-07	0.5708549193018693
DHS_DHS_core_MYELOID_ERYTHROID	-7.86849494114254e-08	3.9946863742425884e-07	0.5780760716522955
ABC_old_CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016	-6.154620120240602e-08	3.118857869124375e-07	0.5782175793993807
ABC_old_Jurkat_anti-CD3_PMA_4hr-Engreitz	-8.356297915671312e-08	4.1679912063178796e-07	0.5794503010484895
ABC_old_OCI-LY7-ENCODE	-3.5755553516067316e-08	1.777584820578671e-07	0.5797081137658134
ABC_old_T-cell-ENCODE	-3.594894082786265e-08	1.7034493927028604e-07	0.5835704700830507
ABC_old_H1-hESC-Roadmap	-4.731961704614339e-08	2.1898982585532506e-07	0.5855378312835785
ABC_old_dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017	-7.31527559237849e-08	3.0830279331957864e-07	0.5937785372586456
ABC_old_CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	-9.152337045007552e-08	3.235045558099255e-07	0.6113779109363427
ABC_old_megakaryocyte-erythroid_progenitor-Corces2016	-9.423271277418795e-08	3.250767065612494e-07	0.6140453633109669
ABC_old_CD14-positive_monocyte-Novakovic2016	-1.1503340288643272e-07	3.482098155239682e-07	0.6294347262090007
ABC_old_THP-1_monocyte-VanBortle2017	-1.233816573335205e-07	3.5402975218056874e-07	0.6362700701769488
ABC_old_Panc1-ENCODE	-1.0809492541692076e-07	2.770507065131642e-07	0.6517919777046148
ABC_old_CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	-1.2405133851221566e-07	3.086109427403386e-07	0.6561457526221355
ABC_old_natural_killer_cell-Corces2016	-1.3471098359626928e-07	3.1316704942820367e-07	0.6664592632262019
ABC_old_CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	-1.7519983441630305e-07	3.5879735097087306e-07	0.687330419116516
DHS_DHS_core_VASCULAR_ENDOTHELIAL	-2.3109996784927175e-07	4.628348725536611e-07	0.6912209306719794
ABC_old_THP_pmaLPS_ATAC_48h	-1.7192673054093806e-07	3.261655874414434e-07	0.700943088737653
ABC_old_fibroblast_of_dermis-Roadmap	-1.257900792059475e-07	2.3734731138696754e-07	0.7019381983006948
ABC_old_THP_pmaLPS_ATAC_96h	-1.8313694962545544e-07	3.430932062297928e-07	0.7032537872441352
ABC_old_white_adipose-Loft2014	-1.510951462111008e-07	2.79194029652679e-07	0.7058093763790008
ABC_old_fibroblast_of_lung-Roadmap	-1.4506768494530773e-07	2.606981329690394e-07	0.7110512622550549
ABC_old_endothelial_cell_of_umbilical_vein-Roadmap	-1.292742425910052e-07	2.2965065552646866e-07	0.7132542752813709
ABC_old_THP_pmaLPS_ATAC_12h	-2.1110977599573762e-07	3.747975758513486e-07	0.7133722490037467
ABC_old_dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017	-1.8462716194349134e-07	3.259645277375806e-07	0.7144399423254219
ABC_old_THP_pmaLPS_ATAC_1h	-2.1408159821269177e-07	3.5810138666574736e-07	0.7250213077210618
ABC_old_THP-1_macrophage-VanBortle2017	-2.4147507952733937e-07	3.883317112809263e-07	0.7329721310259237
ABC_old_GM12878-Roadmap	-1.6653523575102476e-07	2.518968939344786e-07	0.745733797995465
ABC_old_THP_pmaLPS_ATAC_0h	-2.5444233696359537e-07	3.5976827326639634e-07	0.7602911750679099
ABC_old_spinal_cord_fetal-ENCODE	-1.4458836417544336e-07	1.915248180851044e-07	0.7748553432229819
ABC_old_CD3-positive_T_cell-Roadmap	-1.4323639246643716e-07	1.8672874190872973e-07	0.7784838343475033
DHS_DHS_full_LYMPHOID	-8.7174929016594e-08	1.1250666202037184e-07	0.7807835963503411
ABC_old_brite_adipose-Loft2014	-1.8925300332793862e-07	2.3949542532604624e-07	0.7852990446769248
ABC_old_CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016	-3.3920349555210104e-07	3.6071718670688084e-07	0.8264831654301608
DHS_DHS_full_VASCULAR_ENDOTHELIAL	-2.0109713087731325e-07	2.1177986292289537e-07	0.8288313973540284
ABC_old_astrocyte-ENCODE	-2.4903399349271905e-07	2.349577021836382e-07	0.8554072032465363
ABC_old_coronary_artery_smooth_muscle_cell-Miller2016	-4.4714666020568134e-07	3.913245250980904e-07	0.8734078677866901
ABC_old_K562-Roadmap	-2.642139639539991e-07	2.237553786540842e-07	0.8811621158143682
ABC_old_CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	-3.889778952218083e-07	3.260181366282951e-07	0.8835882912581794
ABC_old_bipolar_neuron_from_iPSC-ENCODE	-2.1162824979066693e-07	1.7486520725657418e-07	0.8869059147386773
ABC_old_IMR90-Roadmap	-3.3739163768100077e-07	2.623446421523171e-07	0.9007893957462771
ABC_old_gastrocnemius_medialis-ENCODE	-2.6385338031371676e-07	2.0391580210984663e-07	0.9021557132462521
ABC_old_THP_pmaLPS_ATAC_2h	-4.804032794538175e-07	3.562492738335299e-07	0.9112517013347847
ABC_old_dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	-4.3370659239031777e-07	3.1171377845781365e-07	0.9179421038424506
ABC_old_CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	-4.4884862474422277e-07	3.2030017694834135e-07	0.919443402397595
ABC_old_fibroblast_of_arm-ENCODE	-2.877141270323806e-07	1.9635131135944762e-07	0.9285808390240486
ABC_old_dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	-4.209841842635117e-07	2.859943683488317e-07	0.9294897850165391
ABC_old_CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016	-5.641914627133577e-07	3.4942695962436673e-07	0.946803402786389
DHS_DHS_core_STROMAL_B	-3.102758411241133e-07	1.821714513365624e-07	0.955735408443746
ABC_old_heart_ventricle-ENCODE	-5.941557293444705e-07	3.387777033180282e-07	0.9602694787926817
ABC_old_CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016	-5.64591182764898e-07	3.167729181452981e-07	0.9626515907490244
DHS_DHS_core_CARDIAC	-5.470914631918292e-07	3.0097487398796353e-07	0.9654473979438056
DHS_DHS_full_STROMAL_B	-1.7039709557634196e-07	8.952610281829393e-08	0.9715007978879714
DHS_DHS_full_CARDIAC	-2.687536367902022e-07	1.397192745311639e-07	0.9727929785828014
DHS_DHS_core_BRAIN	-4.3272359948111827e-07	1.7680473144476636e-07	0.9928067685585246
DHS_DHS_full_BRAIN	-4.532822187156684e-07	8.131161840817415e-08	0.999999987597202
