Name	Coefficient	Coefficient_std_error	Coefficient_P_value
Epimap_v3_Epithelial_RWPE2	2.002050592769879e-07	5.218732258586527e-08	6.245659163772377e-05
Epimap_v3_ES_deriv_ecto_neural_progenitor_cell_originated_from_H9	4.55740460005732e-07	1.1977330713663136e-07	7.089485791517373e-05
Epimap_v3_Epithelial_mammary_epithelial_cell_female	3.2452852458174874e-07	8.58889643394421e-08	7.889872127842295e-05
Epimap_v3_Digestive_transverse_colon_female_adult__51_year_	3.9531411033381673e-07	1.0483406813671535e-07	8.134446825664667e-05
Epimap_v3_Epithelial_epithelial_cell_of_prostate_male	2.7032123729956087e-07	7.182066080862531e-08	8.366309460101599e-05
Epimap_v3_Digestive_stomach_female_adult__30_years_	3.6758136278020875e-07	9.788938842546005e-08	8.664702482530986e-05
Epimap_v3_Digestive_stomach_female_adult__53_years_	2.631347926216725e-07	7.068516624202765e-08	9.857877016595654e-05
Epimap_v3_Digestive_stomach_male_embryo__108_days_	4.835487153474322e-07	1.3008027373051636e-07	0.00010067761671961739
Epimap_v3_Epithelial_kidney_tubule_cell_female_adult__80_years__and_male_adult__62_years_	2.298867836295096e-07	6.19527321080032e-08	0.00010335150049775103
Epimap_v3_Endothelial_endothelial_cell_of_umbilical_vein_newborn	3.095067700844588e-07	8.431772853918698e-08	0.000120934106491275
Epimap_v3_Epithelial_keratinocyte_male	2.1500808898146207e-07	5.972658459375659e-08	0.0001591866298304557
Epimap_v3_ES_deriv_hepatocyte_originated_from_H9	2.980328017699164e-07	8.480079535456342e-08	0.00022028736012318437
Epimap_v3_Digestive_stomach_female_embryo	4.0876882717403383e-07	1.1683850078256122e-07	0.00023387148438598417
Epimap_v3_Epithelial_bronchial_epithelial_cell_female_treated_with_retinoic_acid	2.0643193702023754e-07	6.009869711452466e-08	0.0002964058761466928
Epimap_v3_Digestive_stomach_embryo__101_day_	3.125918114310233e-07	9.155606553995568e-08	0.0003198339857811247
Epimap_v3_Epithelial_MCF_10A	2.266814600041675e-07	6.646444320999535e-08	0.00032413935373659084
Epimap_v3_Endocrine_adrenal_gland_male_adult__37_years_	4.4857897351560133e-07	1.3406643655465776e-07	0.0004100127413865962
Epimap_v3_Endocrine_testis_male_embryo	3.6598425185389266e-07	1.0939539759085005e-07	0.0004106454104798998
Epimap_v3_Epithelial_mammary_epithelial_cell_female_adult__18_years_	1.6358645913472516e-07	4.9147953560602184e-08	0.00043665489270330746
Epimap_v3_Epithelial_mammary_epithelial_cell_female_adult__50_years_	1.820540591883486e-07	5.5111822519426345e-08	0.0004776723357296251
Epimap_v3_ES_deriv_cardiac_mesoderm_originated_from_H7_hESC	3.248001630446856e-07	9.839988366944955e-08	0.00048201600652396544
Epimap_v3_Digestive_sigmoid_colon_female_adult__51_year_	2.5421980413617e-07	7.782075006884903e-08	0.0005439764514838264
Epimap_v3_Epithelial_MCF_10A_treated_with_1_mM_tamoxifen_for_24_hours	2.1068976698058475e-07	6.452510231454619e-08	0.0005468621448033395
Epimap_v3_Epithelial_kidney_tubule_cell_female_adult__80_years__treated_with_5_mM_cisplatin	2.1711349335793424e-07	6.67410920792599e-08	0.0005708253739669983
Epimap_v3_Endocrine_thyroid_gland_female_adult__51_year_	2.823404177877703e-07	8.70237152291264e-08	0.0005884756287445457
Epimap_v3_Epithelial_HK_2	1.9119014445968227e-07	5.981210039810539e-08	0.0006954982756258448
Epimap_v3_Digestive_Peyer_s_patch_female_adult__53_years_	2.4469737793890794e-07	7.764972416693629e-08	0.0008127342952524272
Epimap_v3_Digestive_Peyer_s_patch_male_adult__37_years_	2.2301179363661326e-07	7.155850344001817e-08	0.0009150706474547633
Epimap_v3_Digestive_small_intestine_male_child__3_years_	2.1814461104395407e-07	7.042125837490784e-08	0.0009751120181503856
Epimap_v3_Epithelial_foreskin_keratinocyte_male_newborn__2_4_days__treated_with_1_2_mM_calcium_for_2_5_days	4.895907384960389e-07	1.6191758340263468e-07	0.0012485057875945757
Epimap_v3_Eye_eye_embryo__56_days__and_male_embryo__76_days_	3.095543232376716e-07	1.0317650414206091e-07	0.001348832691195832
Epimap_v3_Epithelial_foreskin_keratinocyte_male_newborn	2.101228286319806e-07	7.042013356349584e-08	0.0014232503403929467
Epimap_v3_Endocrine_adrenal_gland_female_embryo__85_days_	3.8752928911529007e-07	1.3042183260428757e-07	0.0014824544057178497
Epimap_v3_Eye_retina_female_embryo__89_days_	3.2603629551976936e-07	1.1041162328306238e-07	0.001573935892869532
Epimap_v3_Digestive_transverse_colon_male_adult__54_years_	2.3903231142855363e-07	8.134611385758451e-08	0.0016492354581723755
Epimap_v3_Epithelial_RWPE1	1.7324606423879628e-07	5.955489749268484e-08	0.0018128498384730473
Epimap_v3_Endocrine_endocrine_pancreas_male_adult__45_years_	2.551771419546745e-07	8.848868965989227e-08	0.001965002193368601
Epimap_v3_Digestive_small_intestine_female_adult__30_years_	1.546005895205097e-07	5.382475000994259e-08	0.0020375083588507845
Epimap_v3_ESC_HUES64	1.496217262986536e-07	5.266933350162036e-08	0.0022502025558963474
Epimap_v3_Digestive_sigmoid_colon_male_child__3_years_	2.1619853598516626e-07	7.639317370189256e-08	0.002326842788811251
Epimap_v3_Endocrine_adrenal_gland_male_adult__54_years_	4.1255121329751813e-07	1.4610453251125296e-07	0.002373850456608461
Epimap_v3_Endocrine_adrenal_gland_female_embryo__113_days_	3.0705728602752513e-07	1.0942580905451291e-07	0.0025074325090830418
Epimap_v3_Epithelial_lower_leg_skin_male_adult__37_years_	2.9327680418213685e-07	1.0524494415515536e-07	0.002663112021848652
Epimap_v3_Endothelial_pulmonary_artery_endothelial_cell_female	2.596771395592179e-07	9.331620939432456e-08	0.002694886304289345
Epimap_v3_Digestive_stomach_female_embryo__98_days_	2.3719660288862154e-07	8.594383643227708e-08	0.00289093135381325
Epimap_v3_Epithelial_MCF_10A_treated_with_1_mM_tamoxifen_for_6_hours	1.8022193544343232e-07	6.556585922703236e-08	0.002991458733513316
Epimap_v3_Epithelial_foreskin_keratinocyte_male_newborn__2_4_days_	3.389446219298681e-07	1.2501306697519142e-07	0.0033512652754939237
Epimap_v3_Epithelial_keratinocyte_female	1.6655278439187723e-07	6.177914028024698e-08	0.0035095275441328106
Epimap_v3_Endocrine_adrenal_gland_male_embryo__108_days_	3.493922111755438e-07	1.315754717160101e-07	0.003960122562935153
Epimap_v3_Digestive_small_intestine_male_adult__34_years_	2.731253182828677e-07	1.0476718118988784e-07	0.004567314695572043
Epimap_v3_Endothelial_dermis_microvascular_lymphatic_vessel_endothelial_cell_male	1.877226964985014e-07	7.261511224456148e-08	0.004866493983610357
Epimap_v3_Endocrine_thyroid_gland_male_adult__54_years_	1.955797095305588e-07	7.723496525312158e-08	0.0056663504012095574
Epimap_v3_Heart_heart_male_adult__27_years__and_male_adult__35_years_	1.4848691546233468e-07	5.87965433366626e-08	0.005777739038682674
Epimap_v3_ES_deriv_endodermal_cell	2.300825587464762e-07	9.112242757776976e-08	0.005785198250135947
Epimap_v3_Endocrine_adrenal_gland_male_embryo__85_days_	2.7722572970982485e-07	1.098310599448852e-07	0.005799573417508267
Epimap_v3_Epithelial_kidney_epithelial_cell	2.2977853281745324e-07	9.14772442817939e-08	0.006004742745915851
Epimap_v3_Endothelial_dermis_blood_vessel_endothelial_cell_male_newborn	1.8956180035617712e-07	7.62130604354685e-08	0.006436539355714406
Epimap_v3_Endocrine_adrenal_gland_embryo__96_days_	2.817370210426059e-07	1.1402252996157306e-07	0.006738881290844444
Epimap_v3_ESC_H7_hESC	2.324453943044484e-07	9.470772830391411e-08	0.007057084201070071
Epimap_v3_Endocrine_endocrine_pancreas_male	2.351274780613739e-07	9.585264149498408e-08	0.00708332208039893
Epimap_v3_Endocrine_adrenal_gland_female_adult__51_year_	2.272637020550742e-07	9.268203472446522e-08	0.007101667152934308
Epimap_v3_Endothelial_kidney_capillary_endothelial_cell_female_embryo__113_days_	1.8308690152814324e-07	7.507837520260974e-08	0.007371928546824061
Epimap_v3_Endocrine_ovary_female_adult__51_year_	2.4934946416940157e-07	1.0294365908620309e-07	0.007713566285627858
Epimap_v3_Endocrine_thyroid_gland_female_adult__53_years_	1.2135869328821915e-07	5.0447987203793495e-08	0.008072521534294502
Epimap_v3_Heart_heart_embryo__101_day_	2.731466412166369e-07	1.1358827717294832e-07	0.008092695815412315
Epimap_v3_Endocrine_adrenal_gland_female_embryo__108_days_	2.2421449920649253e-07	9.470487770659476e-08	0.00895418084264612
Epimap_v3_ES_deriv_neural_progenitor_cell_originated_from_H9	2.1510564970351586e-07	9.10814168764524e-08	0.009096037199856254
Epimap_v3_Endocrine_adrenal_gland_male_embryo__101_day_	2.9568588546770515e-07	1.2539449401629936e-07	0.009185727792826445
Epimap_v3_Heart_heart_embryo__59_days__and_female_embryo__76_days_	1.8980412544829767e-07	8.11375997490648e-08	0.009660294711205266
Epimap_v3_Endocrine_adrenal_gland_male_adult__34_years_	2.409109520276987e-07	1.0330339950845899e-07	0.009848455310860989
Epimap_v3_Heart_heart_embryo__80_days_	2.0418004064960635e-07	8.867408599612427e-08	0.010650968477410754
Epimap_v3_Epithelial_foreskin_keratinocyte_male_newborn__2_4_days__treated_with_1_2_mM_calcium_for_5_5_days	2.3699577783209811e-07	1.035738474051306e-07	0.01106347221707783
Epimap_v3_Heart_heart_male_embryo__72_days__and_male_embryo__76_days_	1.97262944962106e-07	8.641145204712656e-08	0.011220093202287862
Epimap_v3_Digestive_transverse_colon_female_adult__53_years_	1.550756225710918e-07	6.832398069789999e-08	0.011612591984736177
Epimap_v3_Endothelial_dermis_blood_vessel_endothelial_cell_female_adult	1.7517979139734373e-07	7.75171804741975e-08	0.01191424340618984
Epimap_v3_ESC_HUES6	1.173418184396187e-07	5.241049310156226e-08	0.012581233208071611
Epimap_v3_Eye_retina_embryo__74_days__and_embryo__85_days_	1.8106850740982117e-07	8.163991114780049e-08	0.013281097890059415
Epimap_v3_ES_deriv_smooth_muscle_cell_originated_from_H9	1.0216278578085833e-07	4.612684206021001e-08	0.01338611161635736
Epimap_v3_ESC_H1_hESC	1.3867353330041581e-07	6.345015009979864e-08	0.014424238717210453
Epimap_v3_ES_deriv_trophoblast_cell_originated_from_H1_hESC	9.571065581512811e-08	4.493155577816025e-08	0.016579889184318217
Epimap_v3_ESC_HUES48	1.1006125109333545e-07	5.2107634459676676e-08	0.017335056012220938
Epimap_v3_Heart_heart_male_embryo__96_days_	1.192552035210576e-07	5.781355062778013e-08	0.019567945122742847
Epimap_v3_Endothelial_lung_microvascular_endothelial_cell_female	1.6920657516065794e-07	8.2109068752862e-08	0.019663267220374408
Epimap_v3_Epithelial_colon_epithelial_cell_line	1.3964028968497502e-07	6.800977825417149e-08	0.020024729938167986
Epimap_v3_Eye_retina_embryo__125_days__and_male_embryo__103_days_	1.368338605790016e-07	6.676213922729297e-08	0.020203071448473952
Epimap_v3_Epithelial_lower_leg_skin_female_adult__53_years_	1.4524154348561697e-07	7.118396433481991e-08	0.020656800987113654
Epimap_v3_Epithelial_glomerular_visceral_epithelial_cell_child__3_years_	1.4129305002248228e-07	6.964349426078762e-08	0.02123909207286901
Epimap_v3_Endothelial_dermis_microvascular_lymphatic_vessel_endothelial_cell_female	1.707608467044557e-07	8.47796641054458e-08	0.021995726104561804
Epimap_v3_Heart_heart_female_embryo__117_days_	1.5444858522123647e-07	7.70198107766165e-08	0.02246496620759291
Epimap_v3_Epithelial_renal_cortical_epithelial_cell	1.305019359606883e-07	6.537948368924569e-08	0.022963226919163776
Epimap_v3_ESC_ES_I3	1.1297184748302095e-07	5.722798096794707e-08	0.024187083616923996
Epimap_v3_Heart_heart_male_child__3_years_	1.6103430628258351e-07	8.159185479670676e-08	0.024210399121320253
Epimap_v3_ESC_ELF_1	1.7586867102093974e-07	9.169710357417726e-08	0.027559912601810416
Epimap_v3_Epithelial_epithelial_cell_of_proximal_tubule	1.4934678949163102e-07	7.800431087544958e-08	0.02777198363518278
Epimap_v3_Heart_heart_female_embryo__91_day_	1.4435861680341148e-07	7.570180438877125e-08	0.028264334538501523
Epimap_v3_Heart_heart_female_embryo__105_days_	1.255981005656342e-07	6.868581336316675e-08	0.03373062513387017
Epimap_v3_Digestive_stomach_female_embryo__96_days_	1.0983046777858472e-07	6.145019888085922e-08	0.03694381392373075
Epimap_v3_Heart_heart_male_embryo__120_days_	1.3673066287829715e-07	7.68260282133403e-08	0.03755893290267763
Epimap_v3_Heart_heart_embryo__96_days_	1.232912020946039e-07	6.979068931251133e-08	0.03864885677672596
Epimap_v3_Heart_heart_female_embryo__110_days_	1.2552477964935798e-07	7.15847268683462e-08	0.0397569585089777
Epimap_v3_ESC_UCSF_4	1.24447086140088e-07	7.17544484066477e-08	0.04142829880101535
Epimap_v3_Heart_heart_left_ventricle_female_embryo__101_day__and_female_embryo__103_days_	1.241211801295636e-07	7.25635691648393e-08	0.04358520530012574
Epimap_v3_Eye_eye_female_embryo__76_days_	1.3161047244743718e-07	7.850569831771063e-08	0.04682554656813273
Epimap_v3_Heart_heart_right_ventricle_female_embryo__101_day__and_female_embryo__103_days_	1.3537915293680693e-07	8.286809992723246e-08	0.05116404984118723
Epimap_v3_Heart_heart_female_embryo__103_days_	8.765363739289217e-08	5.485820700096185e-08	0.05504132414818159
Epimap_v3_Heart_coronary_artery_female_adult__51_year_	1.1178885984353949e-07	7.507956950281708e-08	0.06825178517234962
Epimap_v3_Endothelial_glomerular_endothelial_cell	1.1581607681065262e-07	7.942798822415755e-08	0.07240280037067137
Epimap_v3_Heart_heart_left_ventricle_female_embryo__136_days_	1.0774356830787163e-07	7.444002906576939e-08	0.07389421096824293
Epimap_v3_Epithelial_kidney_glomerular_epithelial_cell_male_adult__43_years__and_male_adult__62_years_	9.90086278613413e-08	6.910133198124634e-08	0.07595700549968287
Epimap_v3_Heart_right_atrium_auricular_region_female_adult__51_year_	8.488137387079526e-08	5.944207029553681e-08	0.07665053553829634
Epimap_v3_Epithelial_retinal_pigment_epithelial_cell	1.2103292747321393e-07	8.742027529659972e-08	0.08310348052395145
Epimap_v3_Epithelial_HS_27A	8.702594812012344e-08	6.329348748271066e-08	0.08457208326400745
Epimap_v3_Digestive_sigmoid_colon_male_adult__54_years_	9.094584803415446e-08	6.766717994992406e-08	0.08947142611016135
Epimap_v3_ES_deriv_ectodermal_cell_originated_from_embryonic_stem_cell	9.781905365832386e-08	7.735152806919539e-08	0.10300665492879063
Epimap_v3_ES_deriv_cardiac_muscle_cell_originated_from_RUES2	8.692587738431984e-08	6.950729245319904e-08	0.10554007447603186
Epimap_v3_Heart_ascending_aorta_female_adult__53_years_	5.7831174489125164e-08	4.736030608681345e-08	0.11102605936825821
Epimap_v3_Endocrine_ovary_female_adult__53_years_	8.799910050826623e-08	7.246495464770087e-08	0.11230367141941322
Epimap_v3_ES_deriv_mesodermal_cell_originated_from_HUES64	6.372468011553524e-08	5.6084925708424854e-08	0.1279327515943226
Epimap_v3_Heart_ascending_aorta_female_adult__51_year_	5.2570199670376035e-08	5.089469594276744e-08	0.15082043774334541
Epimap_v3_Epithelial_choroid_plexus_epithelial_cell	6.638532349754336e-08	6.848343287373189e-08	0.166181989192269
Epimap_v3_ES_deriv_endodermal_cell_originated_from_HUES64	4.7129159690650163e-08	4.931391755575186e-08	0.16961268660540002
Epimap_v3_Epithelial_amniotic_epithelial_cell	5.7912000753673634e-08	6.063700744646203e-08	0.16977359264357672
Epimap_v3_ES_deriv_neural_stem_progenitor_cell_originated_from_H1_hESC	9.159196109736753e-08	9.651942013022778e-08	0.17132339718062106
Epimap_v3_Heart_heart_left_ventricle_female_adult__53_years_	4.453397805558345e-08	4.705908706504728e-08	0.17198715672359582
Epimap_v3_Heart_heart_female_embryo__147_days_	4.702043554525141e-08	5.017657911280822e-08	0.17435374903446443
Epimap_v3_Endocrine_testis_male_adult__37_years_	6.758479764306836e-08	7.21824360555135e-08	0.1745580093604826
Epimap_v3_ESC_H9	5.826436322124864e-08	6.730145504031417e-08	0.1933212634028279
Epimap_v3_Endocrine_adrenal_gland_female_adult__30_years_	7.559999726468062e-08	9.239631670480938e-08	0.20661738569896948
Epimap_v3_Heart_heart_male_embryo__110_days_	4.1110628753393935e-08	5.0528160770747736e-08	0.20793186809849284
Epimap_v3_Heart_coronary_artery_female_adult__53_years_	4.0000079820562946e-08	5.1325047890464446e-08	0.21788733655158465
Epimap_v3_Epithelial_iris_pigment_epithelial_cell	4.626183644116584e-08	6.03479637151448e-08	0.22166418441118985
Epimap_v3_Endothelial_brain_microvascular_endothelial_cell	5.4688965906606256e-08	7.30818148041763e-08	0.22713200481115592
Epimap_v3_Heart_aorta_female_adult__30_years_	4.883210082278598e-08	6.592568892166172e-08	0.22943334209729205
Epimap_v3_ES_deriv_mesendoderm_originated_from_H1_hESC	4.2165517648762866e-08	5.9174765998620386e-08	0.23805931595149
Epimap_v3_Digestive_sigmoid_colon_female_adult__53_years_	3.4594839611608e-08	5.252095077159297e-08	0.25504856185013364
Epimap_v3_Heart_left_cardiac_atrium_female_embryo__101_day_	3.015203483856754e-08	5.235656887280669e-08	0.2823421183966874
Epimap_v3_Endothelial_endothelial_cell_of_umbilical_vein_male_newborn	2.8371711042295338e-08	5.575218086743192e-08	0.3054147672214523
Epimap_v3_Endocrine_ovary_female_adult__30_years_	2.061796543322975e-08	5.35604905562246e-08	0.3501382358856201
Epimap_v3_Heart_aorta_male_adult__34_years_	1.877449506094516e-08	4.895891639705277e-08	0.3506839939610979
Epimap_v3_Heart_heart_right_ventricle_male_adult__34_years_	1.229195359957813e-08	4.425382145324763e-08	0.39059819393613304
Epimap_v3_Endocrine_adrenal_gland_female_adult__53_years_	1.4286900618276818e-08	5.591656912264901e-08	0.3991669718827121
Epimap_v3_Heart_heart_female_embryo__116_days__and_female_embryo__98_days_	8.721618519281182e-09	4.014029048870733e-08	0.41399569051668955
Epimap_v3_Epithelial_non_pigmented_ciliary_epithelial_cell	1.3664838518810359e-08	6.489975646581159e-08	0.41661804472525754
Epimap_v3_ES_deriv_mesenchymal_stem_cell_originated_from_H1_hESC	1.1469861723050313e-08	6.007914697790075e-08	0.4242970630833971
Epimap_v3_Heart_heart_male_embryo__105_days_	-2.4203305759073198e-09	4.795974788454524e-08	0.5201244281810105
Epimap_v3_Endocrine_adrenal_gland_male_embryo__97_days_	-4.816061716804495e-09	4.0034870133832826e-08	0.5478759305852542
Epimap_v3_ES_deriv_neural_stem_progenitor_cell_originated_from_H9	-9.653401542813177e-09	6.318571008981847e-08	0.5607134206499307
Epimap_v3_ES_deriv_neuron_originated_from_H9	-1.3861942336230733e-08	5.4487259323686994e-08	0.6004094434555323
Epimap_v3_Heart_right_atrium_auricular_region_female_adult__53_years_	-2.3317253869483437e-08	4.1853517971921775e-08	0.7112758248630195
Epimap_v3_Heart_heart_left_ventricle_male_adult__34_years_	-2.3246286215645685e-08	3.768265728502836e-08	0.7313483869260835
Epimap_v3_Heart_heart_right_ventricle_male_child__3_years_	-3.964163967423654e-08	4.692542586029968e-08	0.8008830299636067
Epimap_v3_Heart_heart_male_embryo__91_day_	-4.3042407676213556e-08	3.768506995938849e-08	0.8733063957334906
Epimap_v3_Heart_heart_left_ventricle_male_child__3_years_	-4.1042441464922696e-08	3.449856812362375e-08	0.8829149593463461
Epimap_v3_ES_deriv_neural_cell_originated_from_H1_hESC	-9.361907646701958e-08	6.450651378543953e-08	0.9266534970416445
Epimap_v3_ES_deriv_bipolar_neuron_originated_from_GM23338_treated_with_0_5_mg_mL_doxycycline_hyclate_for_4_days	-7.78170270325468e-08	3.489871219691604e-08	0.9871195227520749
